Domestic Equity,Large Cap,PER0116AU,8649,Perpetual ESG Australia Share,Approved,5/7/2025,MDA/SOA,Gold,3,Lonsec - Recommended,Open-End Fund,"Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust.","The fund aims to outperform the S&P/ASX 300 Accumulation Index (before fees and taxes) over rolling three-year periods. The fund will not invest in companies that derive revenue from alcohol, gambling, fossil fuels, animal cruelty or weapons.","We view this fund as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities.","Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust. The fund aims to outperform the S&P/ASX 300 Accumulation Index (before fees and taxes) over rolling three-year periods. The fund will not invest in companies that derive revenue from alcohol, gambling, fossil fuels, animal cruelty or weapons. We view this fund as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities. ",-0.40,0.49,6.34,15.88,7.11,Approved,4/1/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/8649,Yes,Yes,"25,000",1.18,,1.18,0.12,0.12,No,,No,,,,42,Z42,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,PER0046AU,4362,Perpetual Industrial,Approved,5/7/2025,SOA,Neutral,4,Lonsec - Recommended,Open-End Fund,"Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust.","The fund provides long-term capital growth and regular income through investment in quality industrial shares, benchmarked by the S&P/ASX 300 Industrial Accumulation Index.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Perpetual investments are one of Australia's leading investment managers and part of the Perpetual Group. Today, its three core businesses are investments, private wealth, and corporate trust. The fund provides long-term capital growth and regular income through investment in quality industrial shares, benchmarked by the S&P/ASX 300 Industrial Accumulation Index. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-3.84,5.01,9.26,14.76,5.98,Not on APL,10/31/2011,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Asgard Infinity eWrap Investment Select;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle),",https://arc2.morningstar.com.au/Fund/Profile/4362,No,No,"25,000",1.00,,1.00,0.24,0.00,No,,No,,,,43,Z43,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,RARI,Russell Inv Australian Rspnb Inv ETF,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Recommended,Exchange-Traded Fund,"Russell Investments is a specialist provider of superannuation, investment and account-based pension products.",The fund seeks to track the performance of the Russell Australia ESG High Dividend Index (the Index) by investing predominantly in Australian shares and trusts listed on the ASX.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Russell Investments is a specialist provider of superannuation, investment and account-based pension products. The fund seeks to track the performance of the Russell Australia ESG High Dividend Index (the Index) by investing predominantly in Australian shares and trusts listed on the ASX. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-1.16,5.08,6.29,13.45,,Not on APL,8/5/2020,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/RARI,Yes,Yes,0,0.45,,0.45,,,No,,No,,,,44,Z44,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,STL0100AU,5809,Sandhurst BMF-Sandhurst Ind Share,Approved,5/7/2025,SOA,Neutral,2,Lonsec - Recommended,Open-End Fund,"Sandhurst, the trustee of the fund, is a highly experienced provider of investment solutions and trustee services that create, enhance and protect wealth. Sandhurst is a wholly owned subsidiary of Bendigo and Adelaide Bank.",The fund will invest predominantly in a diversified portfolio of quality Australian industrial shares where the assets are identified by IML as being undervalued.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Sandhurst, the trustee of the fund, is a highly experienced provider of investment solutions and trustee services that create, enhance and protect wealth. Sandhurst is a wholly owned subsidiary of Bendigo and Adelaide Bank. The fund will invest predominantly in a diversified portfolio of quality Australian industrial shares where the assets are identified by IML as being undervalued. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",0.36,4.28,5.56,11.36,4.50,Approved,11/28/2018,HUB24 Invest Choice;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;,,https://arc2.morningstar.com.au/Fund/Profile/5809,No,No,"2,000",1.31,,1.31,0.25,0.25,No,,No,,,,45,Z45,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,STL0101AU,7045,Sandhurst IML Industrial Share,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Recommended,Open-End Fund,"Sandhurst, the trustee of the fund, is a highly experienced provider of investment solutions and trustee services that create, enhance and protect wealth. Sandhurst is a wholly owned subsidiary of Bendigo and Adelaide Bank.","The fund aims to invests in a diversified portfolio of quality Australian industrial shares (including listed property trusts) included in the S&P/ ASX 300 Industrial Accumulation Index, where these assets are identified by IML as being undervalued.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Sandhurst, the trustee of the fund, is a highly experienced provider of investment solutions and trustee services that create, enhance and protect wealth. Sandhurst is a wholly owned subsidiary of Bendigo and Adelaide Bank. The fund aims to invests in a diversified portfolio of quality Australian industrial shares (including listed property trusts) included in the S&P/ ASX 300 Industrial Accumulation Index, where these assets are identified by IML as being undervalued. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",0.34,4.56,5.78,11.62,5.17,Approved,11/28/2018,IOOF Pursuit Investment Select;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;BT Panorama;HUB24 Invest Choice;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;Expand Extra Investment;,,https://arc2.morningstar.com.au/Fund/Profile/7045,No,No,"50,000",1.00,,1.00,0.25,0.25,No,,No,,,,46,Z46,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,SCH0002AU,794,Schroder Australian Equity Fund - PC,Approved,5/7/2025,SOA,Silver,3,Lonsec - Recommended,Open-End Fund,"Schroders in Australia is a wholly owned subsidiary of UK-listed Schroders plc. Based in Sydney, the business manages assets for institutional and wholesale clients across Australian equities, fixed income and multi-asset and global equities.",The Fund aims to invest in quality stocks predominantly in Australia characterised by strong returns on capital with a sustainable competitive advantage using Fundamental bottom up research.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","Schroders in Australia is a wholly owned subsidiary of UK-listed Schroders plc. Based in Sydney, the business manages assets for institutional and wholesale clients across Australian equities, fixed income and multi-asset and global equities. The Fund aims to invest in quality stocks predominantly in Australia characterised by strong returns on capital with a sustainable competitive advantage using Fundamental bottom up research. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-0.54,1.55,5.12,13.54,6.85,Approved,2/5/2019,Asgard Infinity eWrap Investment Full;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Asgard Infinity eWrap Investment Select;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Expand Extra Investment;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard,",https://arc2.morningstar.com.au/Fund/Profile/794,No,Yes,"500,000",0.62,,0.62,0.20,0.20,No,,No,,,,47,Z47,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,STW,SPDR® S&P/ASX 200 ETF,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Highly Recommended,Exchange-Traded Fund,"State Street Global Advisors (SSGA) is the investment management division of State Street Corporation and one of the world's largest asset manager. In addition to institutional services, SSGA produces investment vehicles for the retail market.",The ETF aims to closely track the returns and composition of the S&P/ASX 200 Accumulation Index. As such this ETF provides investors with a straightforward and very cost-effective passive exposure to the largest 200 companies on the ASX.,"We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","State Street Global Advisors (SSGA) is the investment management division of State Street Corporation and one of the world's largest asset manager. In addition to institutional services, SSGA produces investment vehicles for the retail market. The ETF aims to closely track the returns and composition of the S&P/ASX 200 Accumulation Index. As such this ETF provides investors with a straightforward and very cost-effective passive exposure to the largest 200 companies on the ASX. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-2.78,2.85,5.53,13.18,7.01,Approved,2/28/2017,Macquarie Pension Consolidator II Elevat;Oasis IDPS;HUB24 Invest Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/STW,No,No,500,0.05,,0.05,,,No,,No,,,,48,Z48,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,SFY,SPDR® S&P/ASX 50 ETF,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Recommended,Exchange-Traded Fund,"State Street Global Advisors (SSGA) is the investment management division of State Street Corporation and one of the world's largest asset manager. In addition to institutional services, SSGA produces investment vehicles for the retail market.","SPDR S&P/ASX 50, seeks to closely track, before fees and expenses, the returns of the S&P/ASX 50 Index. The ETF is designed to provide a portfolio with low turnover, accurate tracking, and lower costs.","We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","State Street Global Advisors (SSGA) is the investment management division of State Street Corporation and one of the world's largest asset manager. In addition to institutional services, SSGA produces investment vehicles for the retail market. SPDR S&P/ASX 50, seeks to closely track, before fees and expenses, the returns of the S&P/ASX 50 Index. The ETF is designed to provide a portfolio with low turnover, accurate tracking, and lower costs. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-3.00,2.97,6.04,12.77,6.61,Hold,2/5/2019,Macquarie Pension Consolidator II Elevat;Oasis IDPS;HUB24 Invest Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/SFY,No,No,500,0.20,,0.20,,,No,,No,,,,49,Z49,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,TYN0028AU,3987,Tyndall Australian Share Wholesale,Approved,5/7/2025,SOA,Bronze,2,Lonsec - Recommended,Open-End Fund,Nikko Asset Management Australia is a Sydney based firm with 15 years’ experience managing investments across equity and bond markets.,The fund invests predominantly in a selection of Australian shares. The portfolio of shares which is actively managed by the Nikko investment team which seeks to identify shares that represent good value.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Nikko Asset Management Australia is a Sydney based firm with 15 years’ experience managing investments across equity and bond markets. The fund invests predominantly in a selection of Australian shares. The portfolio of shares which is actively managed by the Nikko investment team which seeks to identify shares that represent good value. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-0.24,0.65,2.78,12.97,5.07,Not on APL,1/7/2019,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/3987,No,No,"10,000",0.85,,0.85,0.20,0.20,No,,No,,,,50,Z50,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,SBC0817AU,3352,UBS Australian Share Fund,Approved,5/7/2025,SOA,Neutral,2,Lonsec - Recommended,Open-End Fund,UBS Asset Management in Australia provides a comprehensive range of investment styles and strategies to investors. UBS is one of the largest global asset management businesses in the Australian market.,Normally the fund will hold between 30 and 70 stocks and sub funds with at least 75% of the fund invested in stocks that comprise the S&P/ASX 100 index.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","UBS Asset Management in Australia provides a comprehensive range of investment styles and strategies to investors. UBS is one of the largest global asset management businesses in the Australian market. Normally the fund will hold between 30 and 70 stocks and sub funds with at least 75% of the fund invested in stocks that comprise the S&P/ASX 100 index. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-1.58,0.48,5.18,14.17,4.92,Under review,11/6/2019,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;,"Asgard, BT Wrap,",https://arc2.morningstar.com.au/Fund/Profile/3352,No,No,"50,000",0.80,,0.80,0.25,0.25,No,,No,,,,51,Z51,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,GRNV,VanEck MSCI AUS Sust Eq ETF,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Recommended,Exchange-Traded Fund,VanEck is one of the world’s largest Exchange Traded Product (ETP) issuers. In Australia their range of Exchange Traded funds (ETFs) provide investors with opportunities to asset classes often underrepresented in investors’ portfolios.,The fund gives investors access to a diversified portfolio of sustainable Australian companies selected on the basis of in-depth analysis by world leading research agency MSCI ESG Research.,"We view this fund as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities.","VanEck is one of the world’s largest Exchange Traded Product (ETP) issuers. In Australia their range of Exchange Traded funds (ETFs) provide investors with opportunities to asset classes often underrepresented in investors’ portfolios. The fund gives investors access to a diversified portfolio of sustainable Australian companies selected on the basis of in-depth analysis by world leading research agency MSCI ESG Research. We view this fund as a quality addition to your portfolio, providing ethically focussed investment grade exposure to Domestic Equity securities. ",-1.59,3.14,6.55,12.67,,Not on APL,11/6/2019,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/GRNV,Yes,Yes,0,0.35,0.00,0.35,,,No,,No,,,,52,Z52,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,,VAS,Vanguard Australian Shares ETF,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Highly Recommended,Exchange-Traded Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world.","The ETF seeks to track the return of the S&P/ASX 300 Index before taking into account fees, expenses and tax. The ETF is managed to closely track the risk characteristics of the index, while minimising costs.","We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual Funds and exchange-traded Funds (ETFs) in the world. The ETF seeks to track the return of the S&P/ASX 300 Index before taking into account fees, expenses and tax. The ETF is managed to closely track the risk characteristics of the index, while minimising costs. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-2.88,2.58,5.27,13.23,7.08,Not on APL,9/21/2016,Macquarie Pension Consolidator II Elevat;Oasis IDPS;HUB24 Invest Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/VAS,No,No,"500,000",0.07,,0.07,,,No,,No,,,,53,Z53,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,VAN0002AU,4488,Vanguard Australian Shares Index,Approved,5/7/2025,MDA/SOA,Bronze,4,Lonsec - Recommended,Open-End Fund,"Vanguard is one of the world’s largest investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the pioneer providers of mutual Funds and exchange-traded Funds (ETFs) in the world.","The Vanguard Australian Shares Index Fund seeks to track the return of the S&P/ASX 300 Index before taking into account fees, expenses and tax.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities.","Vanguard is one of the world’s largest investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the pioneer providers of mutual Funds and exchange-traded Funds (ETFs) in the world. The Vanguard Australian Shares Index Fund seeks to track the return of the S&P/ASX 300 Index before taking into account fees, expenses and tax. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to domestic equity securities. ",-2.94,2.49,5.18,13.16,7.03,Not on APL,9/21/2016,BT Investment Wrap;North Wrap;Suncorp Employee Superannuation Plan;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/4488,No,No,"500,000",0.16,,0.16,0.05,0.05,No,,No,,,,54,Z54,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Equity,Large Cap,VAN4509AU,43895,Vanguard Ethically Cons Aust Shrs Whlsl,Approved,5/7/2025,SOA,Bronze,4,No Rating,Open-End Fund,"Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world.","The Fund seeks to track the return of the FTSE Australia 300 Choice Index before taking into account fees, expenses and tax.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities.","Vanguard is one of the world’s largest and most respected investment management companies with offices in the US, Australia, Asia and Europe. Vanguard is one of the largest providers of mutual funds and exchange-traded funds (ETFs) in the world. The Fund seeks to track the return of the FTSE Australia 300 Choice Index before taking into account fees, expenses and tax. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Equity securities. ",-2.51,4.23,5.75,,,Not on APL,2/5/2025,CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;HUB24 Invest Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap Investment;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,,https://arc2.morningstar.com.au/Fund/Profile/43895,Yes,Yes,"500,000",0.20,,0.20,0.06,0.06,No,,No,,,,55,Z55,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
